index,name,address,sido,gungu
241,대전용문점,대전광역시 서구 괴정동 48-6,대전광역시,대전광역시
242,대전지사, ,,
243,대전터미널점,대전광역시 동구 용전동 동서대로 1695번길 106,대전광역시,대전광역시
244,대조동점,서울특별시 은평구 역말로9길 40-1. 1층(대조동),서울특별시,서울특별시
245,대진점,강원도 고성군 현내면 한나루로 112-1,강원도,강원도
246,대천해수욕장점,충청남도 보령시 해수욕장4길 68(신흑동),충청남도,충청남도
247,대치동점,서울특별시 강남구 대치동 626 청실상가 108,서울특별시,서울특별시
248,대학로점,강원도 삼척시 대학로 45(당저동),강원도,강원도
249,대화1점,대전광역시 대덕구 동심1길 32(대화동),대전광역시,대전광역시
250,대화점,강원도 평창군 대화면 대화3길 46,강원도,강원도
251,덕산점,충청북도 진천군 덕산면 덕금로 809,충청북도,충청북도
252,덕절리점,경기도 화성시 정남면 발안로 1177,경기도,경기도
253,덕정점,경기도 양주시 덕정길 23,경기도,경기도
254,덕천점,경기도 안양시만안구 덕천로128번길 18(안양동),경기도,경기도
255,덕풍동점,"경기도 하남시 신장동 430-7 성원쌍떼빌 104호, 105호",경기도,경기도
256,도계점,"강원도 삼척시 도계읍 도계로 228, 1/3",강원도,강원도
257,도고점,충청남도 아산시 도고면 신언리 96-10,충청남도,충청남도
258,도구점,경상북도 포항시남구 동해면 일월로 116,경상북도,경상북도
259,도당점,경기도 부천시원미구 도당동 284-15 1층,경기도,경기도
260,도련점,"제주특별자치도 제주시 삼봉로 115, 미듬하나로맨션상가 103",제주특별자치도,제주특별자치도
261,도림주공점,인천광역시 남동구 논고개로 299,인천광역시,인천광역시
262,도립대점,강원도 강릉시  주문진읍 연주로 261-1,강원도,강원도
263,도마점,대전광역시 서구 도마1동 129-30,대전광역시,대전광역시
264,도봉점,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)",서울특별시,서울특별시
265,도안지구점,대전광역시 유성구 원신흥남로11번 6-22 (102호),대전광역시,대전광역시
266,도영점,강원도 원주시 남원로 527번길 6-34(명륜동),강원도,강원도
267,도평점,경기도 광주시 초월읍 현산로 89-6,경기도,경기도
268,도화동점,서울특별시 마포구 도화동 268,서울특별시,서울특별시
269,독립문점,서울특별시 종로구 통일로 222(교북동),서울특별시,서울특별시
270,독산1점,서울특별시 금천구 가산로3길 16,서울특별시,서울특별시
271,독산3점,서울특별시 금천구 독산로 319,서울특별시,서울특별시
272,독산점,서울특별시 금천구 독산동 1123,서울특별시,서울특별시
273,동대동점,충청남도 보령시 주공로 24(동대동),충청남도,충청남도
274,동두천역전점,경기도 동두천시 어수로 92,경기도,경기도
275,동두천터미널점,경기도 동두천시 중앙로265번길 15(생연동),경기도,경기도
276,동명동점,강원도 속초시 장안로 26-2(동명동),강원도,강원도
277,동명점,경상북도 칠곡군 동명면 봉암1길 7,경상북도,경상북도
278,동문점,경기도 용인시수지구 수풍로 53(풍덕천동),경기도,경기도
279,동방점,서울특별시 성북구 정릉동 227-72,서울특별시,서울특별시
280,동보점,강원도 원주시 진광길 30(우산동),강원도,강원도
281,동삼점,부산광역시 영도구 태종로 688-2(동삼동),부산광역시,부산광역시
282,동소문동점,서울특별시 성북구 동선동5가 18,서울특별시,서울특별시
283,동송점,강원도 철원군 동송읍 금학로 232,강원도,강원도
284,동신점,경기도 수원시장안구 송죽동 488,경기도,경기도
285,동아점,경기도 고양시일산동구 강송로 196 동아아파트상가 1-3,경기도,경기도
286,동암남점,인천광역시 부평구 경인로701번길 43 1층,인천광역시,인천광역시
287,동인점,대구광역시 중구 동인동3가 238-2,대구광역시,대구광역시
288,동천동점,경기도 용인시수지구 고기로45번길 58 동문그린아파트 상가101호,경기도,경기도
289,동천점,경상북도 경주시 탈해로47번길 6-4,경상북도,경상북도
290,동촌점,대구광역시 동구 검사동 960-170,대구광역시,대구광역시
291,동탄1점,경기도 화성시 능동 1110 주공상가 101호,경기도,경기도
292,동탄2점,경기도 화성시 동탄면 중리 동탄청계로 303-14,경기도,경기도
293,동해점,강원도 동해시 천곡2길 4(천곡동),강원도,강원도
294,두구동점,부산광역시 금정구 두구동 230-3,부산광역시,부산광역시
295,두정2점,"충청남도 천안시서북구 부성6길 23(두정동, 중앙프라자상가105호)",충청남도,충청남도
296,두정점,충청남도 천안시서북구 두정역서1길 13,충청남도,충청남도
297,두호점,경상북도 포항시북구 두호동 205-26,경상북도,경상북도
298,둔덕점,전라남도 여수시 만성로 18,전라남도,전라남도
299,둔산1점,대전광역시 서구 둔산동 991 국화동성@상가 202호,대전광역시,대전광역시
300,둔산2점,대전광역시 서구 둔산3동 1972번지,대전광역시,대전광역시
301,둔전점,경기도 용인시처인구 금어로 2(유방동),경기도,경기도
302,등촌제일점,서울특별시 강서구 등촌1동 641-12,서울특별시,서울특별시
303,뚝섬점,서울특별시 광진구 능동로3가길 4(자양동),서울특별시,서울특별시
304,레이크타운점,경기도 안산시단원구 광덕동로25 상가동101호,경기도,경기도
305,마도점,경기도 화성시 마도면 석교로 171,경기도,경기도
306,마석점,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)",경기도,경기도
307,마송점,경기도 김포시 통진읍 조강로 49,경기도,경기도
308,마장동점,"서울특별시 성동구 청계천로10나길 80, 1층(마장동)",서울특별시,서울특별시
309,마전점,충청남도 금산군 추부면 마전리 571-1,충청남도,충청남도
310,마천1점,서울특별시 송파구 마천로61길 9(마천동),서울특별시,서울특별시
311,마평리점,경기도 용인시처인구 금령로 129(마평동),경기도,경기도
312,만년점,대전광역시 서구 만년로16번길 27(만년동),대전광역시,대전광역시
313,만수1점,인천광역시 남동구 만수서로 97-17(만수동 1층),인천광역시,인천광역시
314,만수3점,인천광역시 남동구 만수동 861 1층,인천광역시,인천광역시
315,만수삼환점,인천광역시 남동구 소래로669번길 106호,인천광역시,인천광역시
316,만수주공점,인천광역시 남동구 장승남로34번길 22 상가 111호,인천광역시,인천광역시
317,만촌점,대구광역시 수성구 만촌동 963-4,대구광역시,대구광역시
318,만평점,대구광역시 서구 비산동 1285-2,대구광역시,대구광역시
319,망상점,"강원도 동해시 동해대로 6270-18(망상동, 상가116)",강원도,강원도
320,망우동점,서울특별시 중랑구 망우3동 444-26,서울특별시,서울특별시
321,망원동점,서울특별시 마포구 망원2동 475-42,서울특별시,서울특별시
322,매산점,경기도 수원시팔달구 갓매산로26번길 24,경기도,경기도
323,매송점,경기도 화성시 매송면 원평리 124-18,경기도,경기도
324,매탄점,경기도 수원시영통구 매탄2동 130-10,경기도,경기도
325,매화동점,경기도 시흥시 매화1로 21,경기도,경기도
326,명곡점,대구광역시 달성군 화원읍 설화리 779-1,대구광역시,대구광역시
327,명보점,충청북도 제천시 용두천로 112(남천동),충청북도,충청북도
328,명일점,서울특별시 강동구 동남로67길 44(명일동),서울특별시,서울특별시
329,명지점,부산광역시 강서구 명지오션시티10 16 ,부산광역시,부산광역시
330,모가점,경기도 이천시 모가면 진상미로 1257(성광주택),경기도,경기도
331,모라점,부산광역시 사상구 모라로46번길 70(모라동),부산광역시,부산광역시
332,모란점,"경기도 성남시중원구 제일로35번길 31, 1층(성남동)",경기도,경기도
333,모산점,충청남도 아산시 배방면 공수리 63-24,충청남도,충청남도
334,모슬포점,제주특별자치도 서귀포시 대정읍 상모대서로 25,제주특별자치도,제주특별자치도
335,모현점,경기도 용인시처인구 모현면 외대로 36,경기도,경기도
336,목감점,경기도 시흥시 동서로 1095,경기도,경기도
337,목동1점,서울특별시 양천구 목4동 772-12,서울특별시,서울특별시
338,목동3점,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)",서울특별시,서울특별시
339,목동시장점,서울특별시 양천구 목동중앙남로10 7,서울특별시,서울특별시
340,목상석봉점,"대전광역시 대덕구 대덕대로1454번길 11-6(목상동,1층)",대전광역시,대전광역시
341,목행점,충청북도 충주시 행정10길 10(목행동),충청북도,충청북도
342,무거1점,울산광역시 남구 신복로23번길 15(무거동),울산광역시,울산광역시
343,무실점,강원도 원주시 시청로 88(무실동),강원도,강원도
344,무원삼보점,경기도 고양시덕양구 화신로 31 무원마을 삼보상가 102,경기도,경기도
345,무주리조트,전라북도 무주군 설천면 만선로 185(한솔동 1층),전라북도,전라북도
346,무주점,전라북도 무주군 무주읍 읍내리 249-6,전라북도,전라북도
347,무지개점,"경기도 성남시분당구 구미동 211, 무지개마을 106",경기도,경기도
348,묵동점,"서울특별시 중랑구 중랑역로 150, 108호(묵동,우성상가)",서울특별시,서울특별시
349,묵호점,"강원도 동해시 발한로 137(발한동, 가동)",강원도,강원도
350,문경점,경상북도 문경시 문경읍 주흘로 29,경상북도,경상북도
351,문덕점,경상북도 포항시남구 오천읍 문덕리 203-3 청호A상가101,경상북도,경상북도
352,문막점,강원도 원주시 문막읍 문막시장1길 55-2,강원도,강원도
353,문산점,경기도 파주시 문산읍 문항로 82,경기도,경기도
354,문정점,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)",서울특별시,서울특별시
355,문촌점,경기도 고양시일산서구 대산로 183,경기도,경기도
356,문학점,"인천광역시 남구 승학길 4(문학동, 101호)",인천광역시,인천광역시
357,문화동점,충청북도 충주시 사직산1길 15-11(문화동),충청북도,충청북도
358,문화점,대전광역시 중구 문화동 788 상가 107호,대전광역시,대전광역시
359,미금점,경기도 성남시분당구 미금일로 55 상가동108호,경기도,경기도
360,미룡산북점,전라북도 군산시 부곡로 125(미룡동),전라북도,전라북도
361,미아점,서울특별시 강북구 도봉로29길 10 1층,서울특별시,서울특별시
362,미원점,충청북도 청원군 미원면 미원시내2길 19-3,충청북도,충청북도
363,민락점,경기도 의정부시 오목로 99,경기도,경기도
364,밀양댐점,경상남도 밀양시 단장면 고례리 1521-3,경상남도,경상남도
365,박달2점,경기도 안양시만안구 박달동 134-5,경기도,경기도
366,반구점,울산광역시 중구 반구동 101-8,울산광역시,울산광역시
367,반달마을점,"경기도 부천시원미구 상동 397, 반달상가1층",경기도,경기도
368,반송2점,부산광역시 해운대구 반송동 62-340,부산광역시,부산광역시
369,반여점,부산광역시 해운대구 선수촌로 207번가길 67,부산광역시,부산광역시
370,반월점,전라북도 전주시덕진구 반월동 1229 반월주공아파트상가 104호,전라북도,전라북도
371,반포동점,서울특별시 서초구 반포1동 717-10 101,서울특별시,서울특별시
372,발산동점,서울특별시 강서구 우장산로 9(내발산동),서울특별시,서울특별시
373,발안1점,경기도 화성시 향남읍 장짐리 216-4 대준빌딩1층,경기도,경기도
374,방배본점,서울특별시 서초구 동광로11길 25. 1층(방배동),서울특별시,서울특별시
375,방어진점,울산광역시 동구 방어동 문현지구 70B10N,울산광역시,울산광역시
376,방이2점,서울특별시 송파구 방이동 159-16,서울특별시,서울특별시
377,방화1점,"서울특별시 강서구 양천로11길 8 (방화동, 1층)",서울특별시,서울특별시
378,방화2점,"서울특별시 강서구 방화동로 116-1(방화동, 1층)",서울특별시,서울특별시
379,배곧신도시1점,경기도 시흥시 배곧4로 32-13 102호,경기도,경기도
380,백련시장점,서울특별시 서대문구 남가좌2동 347-1,서울특별시,서울특별시
381,백석점,경기도 양주시 백석읍 양주산성로 ,경기도,경기도
382,백암점,경상북도 울진군 온정면 소태리 933,경상북도,경상북도
383,백양사점,전라남도 장성군 북하면 백양로 904,전라남도,전라남도
384,백천점,경상북도 경산시 백천동 573-1 108,경상북도,경상북도
385,백학점,경기도 연천군 백학면 두일로143번길 37,경기도,경기도
386,번동점,서울특별시 강북구 번3동 307 1층 5호,서울특별시,서울특별시
387,범서점,울산광역시 울주군 범서읍 점촌5길 37,울산광역시,울산광역시
388,범어점,경상남도 양산시 물금읍 범어리 721-1,경상남도,경상남도
389,범어B점,대구광역시 수성구 동대구로77길 24,대구광역시,대구광역시
390,법1동점,대전광역시 대덕구 법동 281 삼정하이츠@상가 1층,대전광역시,대전광역시
391,법2동점,대전광역시 대덕구 법동 206-6,대전광역시,대전광역시
392,법원점,대전광역시 중구 선화동 280-1,대전광역시,대전광역시
393,별내점,경기도 남양주시 별내중앙로26 111호,경기도,경기도
394,병영점,울산광역시 중구 병영로 80,울산광역시,울산광역시
395,병점점,경기도 화성시 병점동 828-2,경기도,경기도
396,병천점,충청남도 천안시동남구 병천면 병천리 157-17,충청남도,충청남도
397,보개점,경기도 안성시 보개면 남사당로 1-3,경기도,경기도
398,보광2점,"서울특별시 용산구 장문로6길 101, 지상1층(동빙고동 1-9)",서울특별시,서울특별시
399,보라매동점,서울특별시 관악구 보라매로 22 (봉천동),서울특별시,서울특별시
400,보라점,경기도 용인시기흥구 사은로 116,경기도,경기도
401,보은점,충청북도 보은군 보은읍 삼산리 44-1,충청북도,충청북도
402,복대점,충청북도 청주시흥덕구 복대로199번길 3,충청북도,충청북도
403,복수점,대전광역시 서구 복수동 283-397,대전광역시,대전광역시
404,복창점,"경기도 평택시 신장동 서밀월로18,2층",경기도,경기도
405,본리점,대구광역시 달서구 본리동 81-3번지,대구광역시,대구광역시
406,본오2점,경기도 안산시상록구 각골로 123,경기도,경기도
407,봉계점,울산광역시 울주군 두동면 계명1길 39(1층),울산광역시,울산광역시
408,봉담와우리점,경기도 화성시 봉담읍 와우로15번길 55-9 효성@상가1층,경기도,경기도
409,봉담점,경기도 화성시 봉담읍 진등1길 57-1,경기도,경기도
410,봉덕2점,대구광역시 남구 봉덕동 924-3,대구광역시,대구광역시
411,봉동점,전라북도 완주군 봉동읍 장기리 214-1,전라북도,전라북도
412,봉명동점,충청북도 청주시흥덕구 주현로25번길 20(봉명동),충청북도,충청북도
413,봉산점,강원도 원주시 치악로 1867 (봉산동),강원도,강원도
414,봉암리점,경기도 양주시 은현면 은현로 521,경기도,경기도
415,봉천2동점,서울특별시 관악구 봉천동 7-125,서울특별시,서울특별시
416,봉천행복점,"서울특별시 관악구 행운길 7, 1층(봉천동)",서울특별시,서울특별시
417,봉천현대점,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)",서울특별시,서울특별시
418,봉평점,강원도 평창군 봉평면 기풍3길 28,강원도,강원도
419,봉화점,경상북도 봉화군 봉화읍 내성리 236-17,경상북도,경상북도
420,부강점,세종특별자치시   부강면 부강2길 11,세종특별자치시,세종시
421,부개주공점,인천광역시 부평구 부개동 12-380 부개택지개발 1블럭,인천광역시,인천광역시
422,부곡온천점,경상남도 창녕군 부곡면 온천중앙로 47,경상남도,경상남도
423,부곡점(안산),경기도 안산시상록구 부곡동 685-11 안산제2종합시장 1003호,경기도,경기도
424,부곡점(의왕),경기도 의왕시 솔밭길 31,경기도,경기도
425,부기점,경상북도 경산시 진량읍 금호강변로 820 창신무학타운110,경상북도,경상북도
426,부론점,강원도 원주시 부론면 법천시장길 66-11,강원도,강원도
427,부발점,경기도 이천시 부발읍 무촌로 137,경기도,경기도
428,부사점,대전광역시 중구 부사동 150-6,대전광역시,대전광역시
429,부산송정점,부산광역시 해운대구 송정중앙로 15-1,부산광역시,부산광역시
430,부산신평점,부산광역시 사하구 다대로142번길 130(신평동),부산광역시,부산광역시
431,부산지사, ,,
432,부석점,경상북도 영주시 부석면 소천리 381-7,경상북도,경상북도
433,부송점,전라북도 익산시 부송1로 65,전라북도,전라북도
434,부안점,강원도 춘천시 후석로 261(후평동),강원도,강원도
435,부여점,충청남도 부여군 부여읍 성왕로 173번길 12,충청남도,충청남도
436,부평남부점,인천광역시 부평구 부평6동 654-1,인천광역시,인천광역시
437,북가좌1점,"서울특별시 서대문구 증가로20길 80, 1층(북가좌동)",서울특별시,서울특별시
438,북가좌2점,서울특별시 서대문구 북가좌2동 107-1 1층,서울특별시,서울특별시
439,북문점,경기도 수원시장안구 영화동 325-4,경기도,경기도
440,북변점,경기도 김포시 북변동 688 대우아파트상가 111호,경기도,경기도
441,북부점(경주),경상북도 경주시 동부동 75-8,경상북도,경상북도
442,북부점(포항),경상북도 포항시북구 두호동 1035-7,경상북도,경상북도
443,북삼점,경상북도 칠곡군 북삼읍 평원2길 15,경상북도,경상북도
444,북평점,강원도 동해시 대동로 131(북평동),강원도,강원도
445,북항점,전라남도 목포시 원산동 원산중앙로32,전라남도,전라남도
446,분당동점,경기도 성남시분당구 분당동 39 샛별마을 삼부아파트상가 -101 1호,경기도,경기도
447,분평동점,"충청북도 청주시서원구 분평동 청남로2005번길, 27",충청북도,충청북도
448,불광동점,"서울특별시 은평구 연서로34길 16(불광동, 1층)",서울특별시,서울특별시
449,불노지구점,인천광역시 서구 검단로 836 불로월드타운 1층 65호,인천광역시,인천광역시
450,불당점,충청남도 천안시서북구 불당동 1124  101호,충청남도,충청남도
451,불로점,대구광역시 동구 불로동 1139-7,대구광역시,대구광역시
452,비래가양점,대전광역시 동구 가양2동 47-64,대전광역시,대전광역시
453,비산1동점,"경기도 안양시동안구 비산로 21, 1층 102호(비산동)",경기도,경기도
454,비산삼호점,경기도 안양시동안구 비산동 377-4,경기도,경기도
455,비산점,대구광역시 서구 평리동 791-24,대구광역시,대구광역시
456,비산B점,대구광역시 서구 비산1동 723-1,대구광역시,대구광역시
457,비인점,충청남도 서천군 비인면 성내리 338-5,충청남도,충청남도
458,사당4점,서울특별시 동작구 사당동 1033-23,서울특별시,서울특별시
459,사동2점,"경기도 안산시상록구 감골로 43(사동, 102호)",경기도,경기도
460,사동리점,경기도 이천시 대월면 사동로 162,경기도,경기도
461,사동점,경기도 안산시상록구 사동 1285-3,경기도,경기도
462,사북점,강원도 정선군 사북읍 사북중앙로 13,강원도,강원도
463,사우동점,강원도 춘천시 영서로 2818(사농동),강원도,강원도
464,사우지구점,경기도 김포시 북변동 832 영풍아파트상가 104,경기도,경기도
465,사직점,부산광역시 동래구 사직동 19-45,부산광역시,부산광역시
466,사창동점,충청북도 청주시서원구 1순환로 688(사창동),충청북도,충청북도
467,사창리점,강원도 화천군 사내면 사내로 47-1,강원도,강원도
468,산격점,대구광역시 북구 산격동 1232-3,대구광역시,대구광역시
469,산본13점,"경기도 군포시 산본동 1059 우성상가A동 8,9호",경기도,경기도
470,산본3점,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)",경기도,경기도
471,산본6점,"경기도 군포시 산본천로 34-5(산본동, 세종종합상가동101호)",경기도,경기도
472,산본9점,경기도 군포시 산본동 수리산로203번안길 34 ,경기도,경기도
473,산본리점,경기도 군포시 금산로 62(산본동),경기도,경기도
474,산북점,경기도 여주군 산북면 상품로 99,경기도,경기도
475,산성점,대전광역시 중구 산성동 121-1,대전광역시,대전광역시
476,삼계점,경상남도 김해시 삼계동 가야로 147번길 12-1 ,경상남도,경상남도
477,삼광점,강원도 원주시 행구로 91(봉산동),강원도,강원도
478,삼동점,경기도 광주시 순암로 509(삼동),경기도,경기도
479,삼방점,경상남도 김해시 삼안로235번길 14(삼방동668-17),경상남도,경상남도
480,삼보영남점,경기도 부천시원미구 중동 1170 삼보상가 109,경기도,경기도
481,삼산점,인천광역시 부평구 삼산동 201-3,인천광역시,인천광역시
482,삼성동점,"서울특별시 강남구 영동대로112길 61, 1층(삼성동)",서울특별시,서울특별시
483,삼송리점,경기도 고양시덕양구 삼송로193길 1-2,경기도,경기도
484,삼양동점,서울특별시 강북구 미아동 833-12,서울특별시,서울특별시
485,삼환대우점,"인천광역시 연수구 원인재로 88(동춘동, 삼환아파트상가동211호)",인천광역시,인천광역시
486,삽교점,충청남도 예산군 삽교읍 두리 570-52,충청남도,충청남도
487,상계역점,"서울특별시 노원구 상계로23다길 4, 102호(상계동)",서울특별시,서울특별시
488,상대원1점,경기도 성남시중원구 박석로62번길 1(상대원동),경기도,경기도
489,상도4동점,서울특별시 동작구 상도4동 210-8,서울특별시,서울특별시
490,상도동점,서울특별시 동작구 상도동 22-107 102,서울특별시,서울특별시
491,상동라일락점,"경기도 부천시원미구 도약로 35, 105(상동)",경기도,경기도
492,상동점,전라북도 정읍시 상동 265-1(충정로 37),전라북도,전라북도
493,상동현대점,"경기도 부천시원미구 상동 555-8, 102호",경기도,경기도
494,상리점,경기도 여주군 여주읍 청심로 232,경기도,경기도
495,상무동점,"광주광역시 서구 치평로 15-1(치평동, 라이대주아파트상가215동111호)",광주광역시,광주광역시
496,상봉동점(서울),서울특별시 중랑구 봉우재로 161(상봉동),서울특별시,서울특별시
497,상운점,경상북도 봉화군 상운면 예봉로 1276,경상북도,경상북도
498,상인점,대구광역시 달서구 상인동 1457-16,대구광역시,대구광역시
499,상일동점,서울특별시 강동구 상일동 207 1층,서울특별시,서울특별시
500,새마을점,경기도 안양시만안구 안양동 759-51,경기도,경기도
501,샘머리점,대전광역시 서구 둔산동 908 상록스토아 306,대전광역시,대전광역시
502,샘터점,경기도 고양시덕양구 화신로 73 D상가 103호,경기도,경기도
503,서3점,부산광역시 금정구 서3동 141-246,부산광역시,부산광역시
504,서귀동문점,제주특별자치도 서귀포시 서문로29번길 18,제주특별자치도,제주특별자치도
505,서남점,대구광역시 달서구 감삼동 63-7,대구광역시,대구광역시
506,서둔탑동평동점,"경기도 수원시권선구 탑동 328-5번지, 101호",경기도,경기도
507,서면점(충남),세종특별자치시   연서면 당산로 286 대원네스트빌@상가101,세종특별자치시,세종시
508,서문점,경기도 수원시장안구 장안로 7번길1 1층,경기도,경기도
509,서변점,대구광역시 북구 서변동 1738-14,대구광역시,대구광역시
510,서부점,경상남도 창원시진해구   충장로 100,경상남도,경상남도
511,서사로점,제주특별자치도 제주시 삼도1동 538-16,제주특별자치도,제주특별자치도
512,서산1점,충청남도 서산시 읍내동 160-1,충청남도,충청남도
513,서산부영점,충청남도 서산시 성암1로 56(읍내동),충청남도,충청남도
514,서산삼성점,충청남도 서산시 동문동 538,충청남도,충청남도
515,서상점,경상남도 함양군 서상면 서상로 290-2,경상남도,경상남도
516,서석점,강원도 홍천군 서석면 구룡령로 2525,강원도,강원도
517,서울온천점,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)",서울특별시,서울특별시
518,서울지사,서울특별시 금천구 시흥동 985-14,서울특별시,서울특별시
519,서정점,경기도 평택시 서정동 288-15,경기도,경기도
520,서천점,충청남도 서천군 서천읍 군사리 715-2,충청남도,충청남도
521,서천점(용인),"경기도 용인시기흥구 예현로35번길  서천동,1층",경기도,경기도
522,서초동점,서울특별시 서초구 서초동 1360-34 지층,서울특별시,서울특별시
523,서현점,경기도 성남시분당구 서현동 311 효자촌주상복합 604-110,경기도,경기도
524,석관동점,"서울특별시 성북구 돌곶이로22길 50(석관동, 1층)",서울특별시,서울특별시
525,석남점,인천광역시 서구 석남동 457-7,인천광역시,인천광역시
526,석림점,충청남도 서산시 석림동 783-4,충청남도,충청남도
527,석문점,충청남도 당진군 석문면 통정3길 1-1,충청남도,충청남도
528,석사점,강원도 춘천시 석사동 백령로23번지 17-3(효자동),강원도,강원도
529,석적점,경상북도 칠곡군 석적읍 북중리 11길 28,경상북도,경상북도
530,석포점,경기도 화성시 장안면 버들로 1199,경기도,경기도
531,선부3점,경기도 안산시단원구 선삼로 1 (선부동 1층),경기도,경기도
532,선수촌점,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내,서울특별시,서울특별시
533,선유점,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106,경기도,경기도
534,선화점,대전광역시 중구 은행동 1-1,대전광역시,대전광역시
535,설봉점,경기도 이천시 향교로 106(창전동),경기도,경기도
536,설성점,경기도 이천시 설성면 설장로 12-1(금성빌딩),경기도,경기도
537,설악동점,강원도 속초시 청봉로4길 1(설악동),강원도,강원도
538,설악면점,경기도 가평군 설악면 신천 중앙로 131,경기도,경기도
539,성거점,충청남도 천안시서북구 성거읍 성거길 90,충청남도,충청남도
540,성건점,경상북도 경주시 성건동 625-8,경상북도,경상북도
541,성남점,경기도 성남시중원구 성남동 4149,경기도,경기도
542,성남점(울산),울산광역시 중구 성남동 57-2 2F,울산광역시,울산광역시
543,성내점,서울특별시 강동구 성내1동 560-5,서울특별시,서울특별시
544,성당점,"대구광역시 달서구 장기로 97(성당동, 보람빌딩지하1층)",대구광역시,대구광역시
545,성대1점,"경기도 수원시장안구 율전동 382-4, 1층",경기도,경기도
546,성대2점,경기도 수원시장안구 율전동 108-4,경기도,경기도
547,성모점,경기도 의정부시 금오로 111,경기도,경기도
548,성산동점,서울특별시 마포구 중동 64-25,서울특별시,서울특별시
549,성산점,제주특별자치도 서귀포시 성산읍 성산중앙로 38,제주특별자치도,제주특별자치도
550,성서점,"대구광역시 달서구 이곡동 1194-2, 상가108호",대구광역시,대구광역시
551,성석점,경기도 고양시일산동구 고봉로 616(성석동),경기도,경기도
552,성정2점,충청남도 천안시서북구 성정동 서부11길 27,충청남도,충청남도
553,성정점,충청남도 천안시서북구 성정동 성정로 141,충청남도,충청남도
554,성주점(경북),경상북도 성주군 월항면  주산로 397,경상북도,경상북도
555,성환점,충청남도 천안시서북구 성환읍 성환리 345-3,충청남도,충청남도
556,세검정점,서울특별시 종로구 평창동 285-2,서울특별시,서울특별시
557,세곡점,서울특별시 강남구 세곡동 124-2 1층 16,서울특별시,서울특별시
558,세류점,경기도 수원시권선구 세류3동 524-25,경기도,경기도
559,세종첫마을점,"세종특별자치시   나리로 38, 첫마을아파트 7단지 상가 103호",세종특별자치시,세종시
560,세종청사점,"세종특별자치시   갈매로 479, 101(어진동, 상가동지하1층)",세종특별자치시,세종시
561,센트럴파크점,인천광역시 연수구 송도동 컨벤시아대로 50 ,인천광역시,인천광역시
562,소래점,인천광역시 남동구 논현동 577 풍림상가 111호,인천광역시,인천광역시
563,소사1점,경기도 부천시소사구 소사본동 68-5,경기도,경기도
564,소사3점,"경기도 부천시소사구 소사로160번길 26-2, 1층일부(소사본동)",경기도,경기도
565,소양로점,강원도 춘천시 중앙로 126번지(소양로4가),강원도,강원도
566,소촌점,광주광역시 광산구 소촌동 610 서라@상가105,광주광역시,광주광역시
567,속리산점,충청북도 보은군 속리산면 사내리 281-1,충청북도,충청북도
568,송강그린점,대전광역시 유성구 송강동 208-7,대전광역시,대전광역시
569,송강마을점,대전광역시 유성구 구즉로58번길 12(송강동),대전광역시,대전광역시
570,송내1점,"경기도 부천시소사구 경인로134번길 72, 202호(송내동,단지내상가2층)",경기도,경기도
571,송내점,경기도 동두천시 중앙로 126 생연프라자 101호,경기도,경기도
572,송도럭키점,인천광역시 연수구 옥련동 626 럭키아파트 일반상가 103호,인천광역시,인천광역시
573,송도신도시점,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호",인천광역시,인천광역시
574,송도점,인천광역시 연수구 비류대로 216 1층4호,인천광역시,인천광역시
575,송림점,인천광역시 동구 송림동 55-227 1층,인천광역시,인천광역시
576,송산점,충청남도 당진시 송산면 유곡리 355-36,충청남도,충청남도
577,송악점,충청남도 아산시 송악면 외암리 595-104,충청남도,충청남도
578,송월점,인천광역시 중구 송월동1가 11-128,인천광역시,인천광역시
579,송정점,"강원도 동해시 동해항2길 5, 7/2(송정동)",강원도,강원도
580,송지호점,강원도 고성군 죽왕면 동해대로 5902,강원도,강원도
581,송천점,전라북도 전주시덕진구 솔내로 111(송천동1가),전라북도,전라북도
582,송촌점,대전광역시 대덕구 송촌동 222-12,대전광역시,대전광역시
583,송파한양점,서울특별시 송파구 송파동 122-3,서울특별시,서울특별시
584,송현점,대구광역시 달서구 송현동 798-23,대구광역시,대구광역시
585,수곡동점,충청북도 청주시서원구 수곡동80-20 (청남로 2092-1),충청북도,충청북도
586,수리산역점,"경기도 군포시 번영로 403, 211(산본동, 가야주공)",경기도,경기도
587,수림점,인천광역시 남동구 주안로237번길 1,인천광역시,인천광역시
588,수서점,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112",서울특별시,서울특별시
589,수성점,대구광역시 수성구 수성동1가 82-2,대구광역시,대구광역시
590,수안보점,충청북도 충주시 수안보면 장터2길 20-7,충청북도,충청북도
